"ISO","year","MatMor","InfMor","NeoMor","Under5Mor"
"CUB","1964",NA,36.9,NA,46.5
"CUB","1965",NA,35.4,NA,44.7
"CUB","1966",NA,34.1,NA,43
"CUB","1967",NA,32.7,NA,41.2
"CUB","1968",NA,31.3,21.6,39.5
"CUB","1969",NA,30,20.7,37.8
"CUB","1970",NA,28.7,19.7,36.1
"CUB","1971",NA,27.4,19,34.5
"CUB","1972",NA,26.1,18.8,32.9
"CUB","1973",NA,24.9,18.7,31.4
"CUB","1974",NA,23.7,18,29.9
"CUB","1975",NA,22.6,16.8,28.4
"CUB","1976",NA,21.5,15.7,27
"CUB","1977",NA,20.4,15.6,25.7
"CUB","1978",NA,19.4,15.8,24.4
"CUB","1979",NA,18.4,15.6,23.2
"CUB","1980",NA,17.5,14.6,22.1
"CUB","1981",NA,16.7,13.3,21
"CUB","1982",NA,15.9,11.8,20
"CUB","1983",NA,15.1,10.5,19
"CUB","1984",NA,14.4,9.6,18.1
"CUB","1985",NA,13.7,9.1,17.3
"CUB","1986",NA,13.1,8.8,16.4
"CUB","1987",NA,12.5,8.3,15.7
"CUB","1988",NA,11.9,7.8,14.9
"CUB","1989",NA,11.3,7.3,14.2
"CUB","1990",NA,10.8,6.9,13.6
"CUB","1991",NA,10.3,6.7,12.9
"CUB","1992",NA,9.8,6.5,12.4
"CUB","1993",NA,9.4,6.4,11.8
"CUB","1994",NA,9,6.1,11.3
"CUB","1995",NA,8.6,5.6,10.8
"CUB","1996",NA,8.3,5.1,10.4
"CUB","1997",NA,7.9,4.8,9.9
"CUB","1998",NA,7.6,4.5,9.5
"CUB","1999",NA,7.3,4.4,9.2
"CUB","2000",46,7,4.3,8.8
"CUB","2001",44,6.8,4.2,8.5
"CUB","2002",41,6.5,4,8.2
"CUB","2003",41,6.3,3.8,7.9
"CUB","2004",40,6.1,3.6,7.6
"CUB","2005",41,5.9,3.4,7.4
"CUB","2006",38,5.7,3.3,7.2
"CUB","2007",38,5.5,3.2,6.9
"CUB","2008",40,5.4,3.1,6.7
"CUB","2009",40,5.2,3,6.5
"CUB","2010",41,5.1,2.9,6.4
"CUB","2011",38,5,2.8,6.2
"CUB","2012",39,4.8,2.7,6.1
"CUB","2013",40,4.7,2.6,5.9
"CUB","2014",39,4.6,2.5,5.8
"CUB","2015",38,4.5,2.4,5.7
"CUB","2016",37,4.4,2.3,5.5
"CUB","2017",36,4.3,2.3,5.4
"CUB","2018",NA,4.3,2.3,5.3
"CUB","2019",NA,4.2,2.3,5.2
"CUB","2020",NA,4.1,2.4,5.1
"CUB","2021",NA,NA,NA,NA
"CUW","1960",NA,NA,NA,NA
"CUW","1961",NA,NA,NA,NA
"CUW","1962",NA,NA,NA,NA
"CUW","1963",NA,NA,NA,NA
"CUW","1964",NA,NA,NA,NA
"CUW","1965",NA,NA,NA,NA
"CUW","1966",NA,NA,NA,NA
"CUW","1967",NA,NA,NA,NA
"CUW","1968",NA,NA,NA,NA
"CUW","1969",NA,NA,NA,NA
"CUW","1970",NA,NA,NA,NA
"CUW","1971",NA,NA,NA,NA
"CUW","1972",NA,NA,NA,NA
"CUW","1973",NA,NA,NA,NA
"CUW","1974",NA,NA,NA,NA
"CUW","1975",NA,NA,NA,NA
"CUW","1976",NA,NA,NA,NA
"CUW","1977",NA,NA,NA,NA
"CUW","1978",NA,NA,NA,NA
"CUW","1979",NA,NA,NA,NA
"CUW","1980",NA,NA,NA,NA
"CUW","1981",NA,NA,NA,NA
"CUW","1982",NA,NA,NA,NA
"CUW","1983",NA,NA,NA,NA
"CUW","1984",NA,NA,NA,NA
"CUW","1985",NA,NA,NA,NA
"CUW","1986",NA,NA,NA,NA
"CUW","1987",NA,NA,NA,NA
"CUW","1988",NA,NA,NA,NA
"CUW","1989",NA,NA,NA,NA
"CUW","1990",NA,NA,NA,NA
"CUW","1991",NA,NA,NA,NA
"CUW","1992",NA,NA,NA,NA
"CUW","1993",NA,NA,NA,NA
"CUW","1994",NA,NA,NA,NA
"CUW","1995",NA,NA,NA,NA
"CUW","1996",NA,NA,NA,NA
"CUW","1997",NA,NA,NA,NA
"CUW","1998",NA,NA,NA,NA
"CUW","1999",NA,NA,NA,NA
"CUW","2000",NA,NA,NA,NA
"CUW","2001",NA,NA,NA,NA
"CUW","2002",NA,NA,NA,NA
"CUW","2003",NA,NA,NA,NA
"CUW","2004",NA,NA,NA,NA
"CUW","2005",NA,NA,NA,NA
"CUW","2006",NA,NA,NA,NA
"CUW","2007",NA,NA,NA,NA
"CUW","2008",NA,NA,NA,NA
"CUW","2009",NA,NA,NA,NA
"CUW","2010",NA,NA,NA,NA
"CUW","2011",NA,NA,NA,NA
"CUW","2012",NA,NA,NA,NA
"CUW","2013",NA,NA,NA,NA
"CUW","2014",NA,NA,NA,NA
"CUW","2015",NA,NA,NA,NA
"CUW","2016",NA,NA,NA,NA
"CUW","2017",NA,NA,NA,NA
"CUW","2018",NA,NA,NA,NA
"CUW","2019",NA,NA,NA,NA
"CUW","2020",NA,NA,NA,NA
"CUW","2021",NA,NA,NA,NA
"CYM","1960",NA,NA,NA,NA
"CYM","1961",NA,NA,NA,NA
"CYM","1962",NA,NA,NA,NA
"CYM","1963",NA,NA,NA,NA
"CYM","1964",NA,NA,NA,NA
"CYM","1965",NA,NA,NA,NA
"CYM","1966",NA,NA,NA,NA
"CYM","1967",NA,NA,NA,NA
"CYM","1968",NA,NA,NA,NA
"CYM","1969",NA,NA,NA,NA
"CYM","1970",NA,NA,NA,NA
"CYM","1971",NA,NA,NA,NA
"CYM","1972",NA,NA,NA,NA
"CYM","1973",NA,NA,NA,NA
"CYM","1974",NA,NA,NA,NA
"CYM","1975",NA,NA,NA,NA
"CYM","1976",NA,NA,NA,NA
"CYM","1977",NA,NA,NA,NA
"CYM","1978",NA,NA,NA,NA
"CYM","1979",NA,NA,NA,NA
"CYM","1980",NA,NA,NA,NA
"CYM","1981",NA,NA,NA,NA
"CYM","1982",NA,NA,NA,NA
"CYM","1983",NA,NA,NA,NA
"CYM","1984",NA,NA,NA,NA
"CYM","1985",NA,NA,NA,NA
"CYM","1986",NA,NA,NA,NA
"CYM","1987",NA,NA,NA,NA
"CYM","1988",NA,NA,NA,NA
"CYM","1989",NA,NA,NA,NA
"CYM","1990",NA,NA,NA,NA
"CYM","1991",NA,NA,NA,NA
"CYM","1992",NA,NA,NA,NA
"CYM","1993",NA,NA,NA,NA
"CYM","1994",NA,NA,NA,NA
"CYM","1995",NA,NA,NA,NA
"CYM","1996",NA,NA,NA,NA
"CYM","1997",NA,NA,NA,NA
"CYM","1998",NA,NA,NA,NA
"CYM","1999",NA,NA,NA,NA
"CYM","2000",NA,NA,NA,NA
"CYM","2001",NA,NA,NA,NA
"CYM","2002",NA,NA,NA,NA
"CYM","2003",NA,NA,NA,NA
"CYM","2004",NA,NA,NA,NA
"CYM","2005",NA,NA,NA,NA
"CYM","2006",NA,NA,NA,NA
"CYM","2007",NA,NA,NA,NA
"CYM","2008",NA,NA,NA,NA
"CYM","2009",NA,NA,NA,NA
"CYM","2010",NA,NA,NA,NA
"CYM","2011",NA,NA,NA,NA
"CYM","2012",NA,NA,NA,NA
"CYM","2013",NA,NA,NA,NA
"CYM","2014",NA,NA,NA,NA
"CYM","2015",NA,NA,NA,NA
"CYM","2016",NA,NA,NA,NA
"CYM","2017",NA,NA,NA,NA
"CYM","2018",NA,NA,NA,NA
"CYM","2019",NA,NA,NA,NA
"CYM","2020",NA,NA,NA,NA
"CYM","2021",NA,NA,NA,NA
"CYP","1960",NA,NA,NA,NA
"CYP","1961",NA,NA,NA,NA
"CYP","1962",NA,NA,NA,NA
"CYP","1963",NA,NA,NA,NA
"CYP","1964",NA,NA,NA,NA
"CYP","1965",NA,NA,NA,NA
"CYP","1966",NA,NA,NA,NA
"CYP","1967",NA,NA,NA,NA
"CYP","1968",NA,NA,NA,NA
"CYP","1969",NA,NA,NA,NA
"CYP","1970",NA,NA,NA,NA
"CYP","1971",NA,35.1,NA,38
"CYP","1972",NA,32.7,NA,35.4
"CYP","1973",NA,30.4,NA,33
"CYP","1974",NA,28,NA,30.4
"CYP","1975",NA,25.4,NA,27.7
"CYP","1976",NA,22.9,NA,25
"CYP","1977",NA,20.5,NA,22.4
"CYP","1978",NA,18.6,NA,20.3
"CYP","1979",NA,17.5,NA,19.2
"CYP","1980",NA,17,NA,18.7
"CYP","1981",NA,16.7,NA,18.4
"CYP","1982",NA,16,NA,17.7
"CYP","1983",NA,14.8,NA,16.4
"CYP","1984",NA,13.4,NA,14.8
"CYP","1985",NA,11.9,NA,13.2
"CYP","1986",NA,10.8,NA,12
"CYP","1987",NA,10.2,NA,11.4
"CYP","1988",NA,10,NA,11.2
"CYP","1989",NA,10,6.3,11.2
"CYP","1990",NA,10,6.4,11.2
"CYP","1991",NA,9.9,6.3,11.2
"CYP","1992",NA,9.6,6.1,10.8
"CYP","1993",NA,9,5.8,10.2
"CYP","1994",NA,8.5,5.5,9.6
"CYP","1995",NA,8,5.1,9.1
"CYP","1996",NA,7.5,4.8,8.5
"CYP","1997",NA,7,4.5,8
"CYP","1998",NA,6.5,4.2,7.5
"CYP","1999",NA,6,4,6.9
"CYP","2000",14,5.6,3.7,6.5
"CYP","2001",9,5.2,3.4,6
"CYP","2002",10,4.8,3.2,5.6
"CYP","2003",9,4.5,3,5.2
"CYP","2004",9,4.1,2.8,4.8
"CYP","2005",12,3.8,2.6,4.5
"CYP","2006",9,3.6,2.4,4.2
"CYP","2007",8,3.3,2.3,3.9
"CYP","2008",9,3.1,2.1,3.7
"CYP","2009",8,3,2,3.5
"CYP","2010",8,2.8,1.9,3.4
"CYP","2011",8,2.7,1.9,3.2
"CYP","2012",7,2.6,1.8,3.1
"CYP","2013",6,2.5,1.8,3
"CYP","2014",8,2.4,1.7,2.9
"CYP","2015",7,2.4,1.7,2.9
"CYP","2016",6,2.4,1.7,2.9
"CYP","2017",6,2.3,1.7,2.8
"CYP","2018",NA,2.3,1.7,2.8
"CYP","2019",NA,2.3,1.7,2.8
"CYP","2020",NA,2.3,1.6,2.8
"CYP","2021",NA,NA,NA,NA
"CZE","1960",NA,NA,NA,NA
"CZE","1961",NA,NA,NA,NA
"CZE","1962",NA,NA,NA,NA
"CZE","1963",NA,NA,NA,NA
"CZE","1964",NA,NA,NA,NA
"CZE","1965",NA,NA,NA,NA
"CZE","1966",NA,NA,NA,NA
"CZE","1967",NA,NA,NA,NA
"CZE","1968",NA,NA,NA,NA
"CZE","1969",NA,NA,NA,NA
"CZE","1970",NA,NA,NA,NA
"CZE","1971",NA,NA,NA,NA
"CZE","1972",NA,NA,NA,NA
"CZE","1973",NA,NA,NA,NA
"CZE","1974",NA,NA,NA,NA
"CZE","1975",NA,NA,NA,NA
"CZE","1976",NA,NA,NA,NA
"CZE","1977",NA,NA,NA,NA
"CZE","1978",NA,NA,NA,NA
"CZE","1979",NA,NA,NA,NA
"CZE","1980",NA,NA,NA,NA
"CZE","1981",NA,13.4,NA,15.4
"CZE","1982",NA,13,10.3,15
"CZE","1983",NA,12.7,9.9,14.6
"CZE","1984",NA,12.4,9.4,14.4
"CZE","1985",NA,12.2,8.9,14.2
"CZE","1986",NA,12,8.4,13.9
"CZE","1987",NA,11.6,8,13.5
"CZE","1988",NA,11.1,7.8,12.9
"CZE","1989",NA,10.7,7.5,12.5
"CZE","1990",NA,10.3,7.2,12.1
"CZE","1991",NA,9.9,6.8,11.7
"CZE","1992",NA,9.4,6.3,11.1
"CZE","1993",NA,8.6,5.7,10.2
"CZE","1994",NA,7.9,5.1,9.4
"CZE","1995",NA,7.1,4.5,8.5
"CZE","1996",NA,6.4,4,7.7
"CZE","1997",NA,5.8,3.6,7
"CZE","1998",NA,5.2,3.2,6.3
"CZE","1999",NA,4.8,2.9,5.8
"CZE","2000",7,4.5,2.7,5.5
"CZE","2001",7,4.3,2.5,5.2
"CZE","2002",6,4.1,2.4,5
"CZE","2003",6,3.9,2.4,4.8
"CZE","2004",5,3.7,2.3,4.6
"CZE","2005",5,3.6,2.2,4.4
"CZE","2006",5,3.4,2.1,4.1
"CZE","2007",5,3.2,2,3.9
"CZE","2008",5,3,1.9,3.7
"CZE","2009",4,2.9,1.8,3.5
"CZE","2010",4,2.7,1.7,3.4
"CZE","2011",4,2.6,1.6,3.3
"CZE","2012",4,2.6,1.6,3.2
"CZE","2013",4,2.5,1.6,3.1
"CZE","2014",4,2.5,1.6,3.1
"CZE","2015",4,2.5,1.6,3.2
"CZE","2016",4,2.6,1.6,3.2
"CZE","2017",3,2.6,1.6,3.2
"CZE","2018",NA,2.5,1.6,3.1
"CZE","2019",NA,2.4,1.6,3
"CZE","2020",NA,2.3,1.6,2.9
"CZE","2021",NA,NA,NA,NA
"DEU","1960",NA,NA,NA,NA
"DEU","1961",NA,NA,NA,NA
"DEU","1962",NA,NA,NA,NA
"DEU","1963",NA,NA,NA,NA
"DEU","1964",NA,NA,NA,NA
"DEU","1965",NA,NA,NA,NA
"DEU","1966",NA,NA,NA,NA
"DEU","1967",NA,NA,NA,NA
"DEU","1968",NA,23.4,NA,27.1
"DEU","1969",NA,22.7,14.3,26.4
"DEU","1970",NA,22.1,14.1,25.6
"DEU","1971",NA,21.3,13.9,24.9
"DEU","1972",NA,20.6,13.3,24
"DEU","1973",NA,19.7,12.5,23.1
"DEU","1974",NA,18.8,11.5,22
"DEU","1975",NA,17.7,10.5,20.8
"DEU","1976",NA,16.6,9.3,19.5
"DEU","1977",NA,15.5,8.2,18.3
"DEU","1978",NA,14.4,7.1,17.1
"DEU","1979",NA,13.5,6.2,16
"DEU","1980",NA,12.6,5.5,15
"DEU","1981",NA,11.8,5,14.1
"DEU","1982",NA,11,4.5,13.2
"DEU","1983",NA,10.3,4.2,12.4
"DEU","1984",NA,9.8,4,11.8
"DEU","1985",NA,9.2,3.7,11.1
"DEU","1986",NA,8.7,3.5,10.6
"DEU","1987",NA,8.3,3.3,10.1
"DEU","1988",NA,7.8,3.2,9.5
"DEU","1989",NA,7.4,3.2,9
"DEU","1990",NA,7,3.4,8.5
"DEU","1991",NA,6.6,3.5,8
"DEU","1992",NA,6.2,3.5,7.6
"DEU","1993",NA,5.8,3.3,7.2
"DEU","1994",NA,5.5,3.2,6.8
"DEU","1995",NA,5.3,3.1,6.5
"DEU","1996",NA,5,3,6.2
"DEU","1997",NA,4.8,2.9,5.9
"DEU","1998",NA,4.7,2.9,5.7
"DEU","1999",NA,4.5,2.8,5.5
"DEU","2000",7,4.4,2.8,5.4
"DEU","2001",7,4.3,2.7,5.2
"DEU","2002",7,4.2,2.7,5.1
"DEU","2003",6,4.1,2.7,5
"DEU","2004",6,4,2.6,4.9
"DEU","2005",6,3.9,2.6,4.7
"DEU","2006",6,3.8,2.6,4.6
"DEU","2007",6,3.7,2.5,4.5
"DEU","2008",6,3.6,2.4,4.4
"DEU","2009",6,3.5,2.4,4.3
"DEU","2010",6,3.5,2.3,4.2
"DEU","2011",6,3.4,2.3,4.1
"DEU","2012",5,3.4,2.3,4
"DEU","2013",5,3.3,2.3,4
"DEU","2014",5,3.3,2.3,4
"DEU","2015",5,3.3,2.3,3.9
"DEU","2016",5,3.3,2.3,3.9
"DEU","2017",7,3.3,2.3,3.9
"DEU","2018",NA,3.2,2.3,3.8
"DEU","2019",NA,3.2,2.3,3.7
"DEU","2020",NA,3.1,2.2,3.7
"DEU","2021",NA,NA,NA,NA
"DJI","1960",NA,NA,NA,NA
"DJI","1961",NA,NA,NA,NA
"DJI","1962",NA,NA,NA,NA
"DJI","1963",NA,NA,NA,NA
"DJI","1964",NA,NA,NA,NA
"DJI","1965",NA,NA,NA,NA
"DJI","1966",NA,NA,NA,NA
"DJI","1967",NA,NA,NA,NA
"DJI","1968",NA,NA,NA,NA
"DJI","1969",NA,NA,NA,NA
"DJI","1970",NA,NA,NA,NA
"DJI","1971",NA,NA,NA,NA
"DJI","1972",NA,NA,NA,NA
"DJI","1973",NA,NA,NA,NA
"DJI","1974",NA,NA,NA,NA
"DJI","1975",NA,NA,NA,NA
"DJI","1976",NA,130.5,NA,173.5
"DJI","1977",NA,127,NA,168.5
"DJI","1978",NA,123.7,NA,163.9
"DJI","1979",NA,120.7,58.5,159.5
"DJI","1980",NA,117.5,57.5,155
"DJI","1981",NA,114.5,56.6,150.7
"DJI","1982",NA,111.5,55.7,146.4
"DJI","1983",NA,108.6,54.9,142.2
"DJI","1984",NA,105.7,54,138.1
"DJI","1985",NA,103,53.1,134.2
"DJI","1986",NA,100.4,52.3,130.5
"DJI","1987",NA,98,51.5,127
"DJI","1988",NA,95.8,50.7,123.8
"DJI","1989",NA,93.7,50,120.8
"DJI","1990",NA,91.9,49.5,118.2
"DJI","1991",NA,90.3,48.9,116
"DJI","1992",NA,89,48.6,114.1
"DJI","1993",NA,87.8,48.2,112.5
"DJI","1994",NA,86.8,47.8,111
"DJI","1995",NA,85.9,47.3,109.7
"DJI","1996",NA,84.9,46.6,108.2
"DJI","1997",NA,83.8,46,106.6
"DJI","1998",NA,82.6,45.3,104.9
"DJI","1999",NA,81.3,44.5,103
"DJI","2000",507,79.9,43.9,101
"DJI","2001",490,78.2,43.4,98.6
"DJI","2002",470,76.5,42.7,96.1
"DJI","2003",449,74.7,42.1,93.6
"DJI","2004",426,72.9,41.6,91.1
"DJI","2005",393,71.2,40.9,88.7
"DJI","2006",361,69.4,40.3,86.1
"DJI","2007",335,67.6,39.7,83.6
"DJI","2008",320,65.9,39,81.2
"DJI","2009",299,64.2,38.4,78.8
"DJI","2010",283,62.5,37.6,76.6
"DJI","2011",272,60.9,37,74.4
"DJI","2012",262,59.3,36.3,72.2
"DJI","2013",256,57.8,35.4,70.1
"DJI","2014",256,56.2,34.7,68
"DJI","2015",247,54.6,34,65.8
"DJI","2016",246,53.1,33.2,63.8
"DJI","2017",248,51.6,32.5,61.8
"DJI","2018",NA,50.1,31.8,59.7
"DJI","2019",NA,48.6,31.1,57.8
"DJI","2020",NA,47.2,30.4,55.9
"DJI","2021",NA,NA,NA,NA
"DMA","1960",NA,84,NA,138.3
"DMA","1961",NA,77.3,NA,125.8
"DMA","1962",NA,71.1,NA,114.5
"DMA","1963",NA,65.5,NA,104.2
"DMA","1964",NA,60.2,NA,94.9
"DMA","1965",NA,55.4,NA,86.4
"DMA","1966",NA,51,NA,78.7
"DMA","1967",NA,47,NA,71.7
"DMA","1968",NA,43.2,NA,65.4
"DMA","1969",NA,39.8,19.4,59.7
"DMA","1970",NA,36.7,18.4,54.5
"DMA","1971",NA,33.9,17.6,49.8
"DMA","1972",NA,31.4,16.9,45.6
"DMA","1973",NA,29,16.3,41.8
"DMA","1974",NA,26.9,16,38.4
"DMA","1975",NA,25,15.7,35.4
"DMA","1976",NA,23.2,15.2,32.7
"DMA","1977",NA,21.7,14.8,30.2
"DMA","1978",NA,20.3,14.3,28.1
"DMA","1979",NA,21,13.9,31.4
"DMA","1980",NA,18,13.3,24.5
"DMA","1981",NA,17.1,12.9,23.1
"DMA","1982",NA,16.3,12.4,21.8
"DMA","1983",NA,15.5,12,20.7
"DMA","1984",NA,14.9,11.6,19.7
"DMA","1985",NA,14.4,11.3,18.9
"DMA","1986",NA,14,11,18.2
"DMA","1987",NA,13.6,10.8,17.6
"DMA","1988",NA,13.3,10.6,17.1
"DMA","1989",NA,13.1,10.4,16.7
"DMA","1990",NA,12.9,10.3,16.4
"DMA","1991",NA,12.8,10.3,16.1
"DMA","1992",NA,12.7,10.3,16
"DMA","1993",NA,12.7,10.4,15.9
"DMA","1994",NA,12.8,10.6,15.8
"DMA","1995",NA,12.8,10.9,15.9
"DMA","1996",NA,13,11.3,15.9
"DMA","1997",NA,13.2,11.7,16.1
"DMA","1998",NA,13.4,12.1,16.3
"DMA","1999",NA,13.7,12.5,16.6
"DMA","2000",NA,14.1,12.9,16.9
"DMA","2001",NA,14.5,13.3,17.3
"DMA","2002",NA,14.9,13.8,17.8
"DMA","2003",NA,15.5,14.4,18.4
"DMA","2004",NA,16.1,14.9,19
"DMA","2005",NA,16.8,15.6,19.7
"DMA","2006",NA,17.5,16.2,20.5
"DMA","2007",NA,18.3,17,21.4
"DMA","2008",NA,19.2,17.8,22.3
"DMA","2009",NA,20.2,18.7,23.4
"DMA","2010",NA,21.3,19.6,24.6
"DMA","2011",NA,22.5,20.7,25.8
"DMA","2012",NA,23.7,21.7,27.1
"DMA","2013",NA,25,22.8,28.4
"DMA","2014",NA,26.2,23.9,29.8
"DMA","2015",NA,27.5,25,31.1
"DMA","2016",NA,28.7,26.1,32.4
"DMA","2017",NA,29.7,27.2,33.5
"DMA","2018",NA,30.6,28.3,34.4
"DMA","2019",NA,31.2,29.2,35
"DMA","2020",NA,31.7,30,35.4
"DMA","2021",NA,NA,NA,NA
"DNK","1960",NA,21.3,16.1,25
"DNK","1961",NA,20.8,15.9,24.5
"DNK","1962",NA,20.2,15.5,23.8
"DNK","1963",NA,19.5,15,23
"DNK","1964",NA,18.8,14.4,22.1
"DNK","1965",NA,17.9,13.9,21.1
"DNK","1966",NA,16.9,13.4,20
"DNK","1967",NA,16,12.8,19
"DNK","1968",NA,15.2,12.2,18.1
"DNK","1969",NA,14.6,11.6,17.4
"DNK","1970",NA,14,11,16.7
"DNK","1971",NA,13.2,10.3,15.8
"DNK","1972",NA,12.4,9.6,14.9
"DNK","1973",NA,11.6,9,13.9
"DNK","1974",NA,10.9,8.3,13.1
"DNK","1975",NA,10.2,7.6,12.3
"DNK","1976",NA,9.7,6.9,11.6
"DNK","1977",NA,9.2,6.3,11.1
"DNK","1978",NA,8.8,5.9,10.6
"DNK","1979",NA,8.5,5.6,10.3
"DNK","1980",NA,8.2,5.3,10
"DNK","1981",NA,8,5.1,9.7
"DNK","1982",NA,7.9,4.9,9.6
"DNK","1983",NA,7.9,4.8,9.5
"DNK","1984",NA,7.9,4.8,9.6
"DNK","1985",NA,7.9,4.8,9.6
"DNK","1986",NA,8,4.8,9.7
"DNK","1987",NA,8,4.8,9.7
"DNK","1988",NA,7.9,4.7,9.6
"DNK","1989",NA,7.7,4.5,9.4
"DNK","1990",NA,7.4,4.4,9
"DNK","1991",NA,7,4.2,8.4
"DNK","1992",NA,6.5,4.1,7.9
"DNK","1993",NA,6.1,4,7.3
"DNK","1994",NA,5.7,3.9,6.9
"DNK","1995",NA,5.4,3.9,6.5
"DNK","1996",NA,5.2,3.8,6.2
"DNK","1997",NA,5,3.8,6
"DNK","1998",NA,4.9,3.7,5.9
"DNK","1999",NA,4.8,3.6,5.8
"DNK","2000",8,4.7,3.5,5.7
"DNK","2001",8,4.7,3.4,5.6
"DNK","2002",8,4.6,3.2,5.5
"DNK","2003",7,4.5,3.2,5.4
"DNK","2004",7,4.3,3.1,5.2
"DNK","2005",6,4.2,3.1,5
"DNK","2006",6,4,3,4.8
"DNK","2007",6,3.8,2.9,4.5
"DNK","2008",6,3.7,2.8,4.4
"DNK","2009",6,3.6,2.8,4.2
"DNK","2010",5,3.5,2.8,4.1
"DNK","2011",5,3.4,2.9,4.1
"DNK","2012",5,3.5,3,4.1
"DNK","2013",4,3.5,3,4.1
"DNK","2014",4,3.5,3,4.1
"DNK","2015",4,3.5,3,4.1
"DNK","2016",4,3.5,2.9,4.1
"DNK","2017",4,3.4,2.8,4
"DNK","2018",NA,3.3,2.7,3.9
"DNK","2019",NA,3.2,2.6,3.7
"DNK","2020",NA,3.1,2.5,3.6
"DNK","2021",NA,NA,NA,NA
"DOM","1960",NA,102,NA,147.5
"DOM","1961",NA,101.3,NA,146.4
"DOM","1962",NA,100.3,NA,144.8
"DOM","1963",NA,99.1,40.9,142.9
"DOM","1964",NA,97.7,40.8,140.6
"DOM","1965",NA,96.1,40.6,138.1
"DOM","1966",NA,94.4,40.6,135.4
"DOM","1967",NA,92.6,40.4,132.5
"DOM","1968",NA,90.8,40.3,129.7
"DOM","1969",NA,89,40.2,126.8
"DOM","1970",NA,87,40.2,123.7
"DOM","1971",NA,84.9,40.1,120.4
"DOM","1972",NA,82.7,40,116.8
"DOM","1973",NA,80.2,39.8,113
"DOM","1974",NA,77.6,39.6,108.9
"DOM","1975",NA,75.1,39.1,104.8
"DOM","1976",NA,72.5,38.5,100.9
"DOM","1977",NA,70.1,37.6,97.2
"DOM","1978",NA,67.9,36.4,93.6
"DOM","1979",NA,65.7,35,90.2
"DOM","1980",NA,63.6,33.6,86.9
"DOM","1981",NA,61.6,32.3,83.7
"DOM","1982",NA,59.6,31,80.6
"DOM","1983",NA,57.8,29.9,77.7
"DOM","1984",NA,56,28.8,74.9
"DOM","1985",NA,54.3,28,72.2
"DOM","1986",NA,52.6,27.1,69.6
"DOM","1987",NA,51,26.3,67
"DOM","1988",NA,49.3,25.5,64.5
"DOM","1989",NA,47.7,24.8,62
"DOM","1990",NA,46,24.3,59.5
"DOM","1991",NA,44.4,23.8,57.1
"DOM","1992",NA,42.8,23.5,54.7
"DOM","1993",NA,41.1,23.2,52.4
"DOM","1994",NA,39.6,23.1,50.1
"DOM","1995",NA,38.1,23.1,48
"DOM","1996",NA,36.7,23.1,46
"DOM","1997",NA,35.4,23.2,44.2
"DOM","1998",NA,34.3,23.3,42.6
"DOM","1999",NA,33.3,23.3,41.2
"DOM","2000",80,32.4,23.3,40
"DOM","2001",75,31.7,23.2,39
"DOM","2002",75,31.1,23.1,38.1
"DOM","2003",76,30.6,23.1,37.4
"DOM","2004",81,30.1,23.2,36.9
"DOM","2005",83,29.8,23.4,36.4
"DOM","2006",86,29.5,23.6,36
"DOM","2007",90,29.3,23.8,35.7
"DOM","2008",92,29.1,24,35.5
"DOM","2009",95,29,24.1,35.3
"DOM","2010",96,28.9,24.2,35.1
"DOM","2011",95,28.8,24.3,35
"DOM","2012",94,28.8,24.3,35
"DOM","2013",94,28.8,24.3,35
"DOM","2014",94,28.8,24.4,35
"DOM","2015",94,28.8,24.4,35
"DOM","2016",94,28.8,24.5,35
"DOM","2017",95,28.7,24.4,34.9
"DOM","2018",NA,28.6,24.2,34.8
"DOM","2019",NA,28.3,23.9,34.4
"DOM","2020",NA,27.9,23.4,33.8
"DOM","2021",NA,NA,NA,NA
"DZA","1960",NA,145.8,NA,241.1
"DZA","1961",NA,145.8,NA,241.2
"DZA","1962",NA,146,NA,241.7
"DZA","1963",NA,146.5,NA,242.6
"DZA","1964",NA,146.9,NA,243.5
"DZA","1965",NA,147.4,NA,244.5
"DZA","1966",NA,147.7,NA,245.2
"DZA","1967",NA,147.7,NA,245.2
"DZA","1968",NA,147.2,NA,244.2
"DZA","1969",NA,146.2,74.9,242
"DZA","1970",NA,144.6,72.9,238.5
"DZA","1971",NA,142.3,70,233.6
"DZA","1972",NA,139.4,66.8,227.5
"DZA","1973",NA,135.9,63.6,220.2
"DZA","1974",NA,132.1,60.4,212.1
"DZA","1975",NA,127.8,57.4,203.1
"DZA","1976",NA,123.3,54.6,193.8
"DZA","1977",NA,118.6,52.1,184
"DZA","1978",NA,113.6,49.9,173.8
"DZA","1979",NA,108.2,48,162.8
"DZA","1980",NA,102,45.8,150
"DZA","1981",NA,94.7,43.1,135.3
"DZA","1982",NA,86.4,40.1,119.2
"DZA","1983",NA,77.1,36.6,102.8
"DZA","1984",NA,67.7,33,87.3
"DZA","1985",NA,59.5,29.9,74.5
"DZA","1986",NA,53.1,27.4,65
"DZA","1987",NA,48.4,25.6,58.4
"DZA","1988",NA,45.1,24.3,53.9
"DZA","1989",NA,42.9,23.6,51
"DZA","1990",NA,41.5,23.1,49.1
"DZA","1991",NA,40.4,22.8,47.7
"DZA","1992",NA,39.5,22.4,46.6
"DZA","1993",NA,38.7,22,45.5
"DZA","1994",NA,37.8,21.6,44.4
"DZA","1995",NA,36.9,21.3,43.3
"DZA","1996",NA,36.1,21.2,42.3
